Sr.No,Time,Crank Angle (deg),"Piston_Effort
FP1 (N)","Piston_Effort
FP2 (N)","Piston_Effort
FP3 (N)",Connecting_Rod_Force FQ1 (N),Connecting_Rod_Force FQ2 (N),Connecting_Rod_Force FQ3 (N),Shear Force Pin_1,Shear Force Pin_2,Shear Force Pin_3,Slider_Force_FN1,Slider_Force_FN2,Slider_Force_FN3,Torque Nmm,Power Nmm/sec
1,0.00E+00,0,-22224.49,-22200.07,-22144.55,22445.29,23185.89,22383.95,22224.49,22200.07,22144.55,2770,-6580,3650,16028.69,201422.459
2,1.39E-03,1,-22224.49,-22199.14,-22145.49,22433.3,23180.55,22401.23,22224.49,22199.14,22145.49,2660,-6570,3750,16002.9,201098.3723
3,2.78E-03,2,-22224.49,-22198.18,-22146.44,22421.7,23174.56,22418.76,22224.49,22198.18,22146.44,2560,-6550,3840,15969.57,200679.5352
4,4.17E-03,3,-22224.49,-22197.21,-22147.41,22410.5,23167.93,22436.53,22224.49,22197.21,22147.41,2460,-6540,3930,15928.73,200166.3246
5,5.56E-03,4,-22224.48,-22196.22,-22148.41,22399.7,23160.66,22454.53,22224.48,22196.22,22148.41,2350,-6520,4030,15880.44,199559.4946
6,6.94E-03,5,-22224.47,-22195.22,-22149.41,22389.33,23152.77,22472.73,22224.47,22195.22,22149.41,2250,-6500,4120,15824.76,198859.799
7,8.33E-03,6,-22224.47,-22194.2,-22150.44,22379.38,23144.27,22491.11,22224.47,22194.2,22150.44,2140,-6480,4210,15761.8,198068.6203
8,9.72E-03,7,-22224.46,-22193.17,-22151.48,22369.88,23135.15,22509.66,22224.46,22193.17,22151.48,2030,-6450,4290,15691.69,197187.5921
9,1.11E-02,8,-22224.45,-22192.13,-22152.53,22360.83,23125.45,22528.34,22224.45,22192.13,22152.53,1930,-6430,4380,15614.6,196218.8506
10,1.25E-02,9,-22224.44,-22191.07,-22153.6,22352.25,23115.16,22547.15,22224.44,22191.07,22153.6,1820,-6400,4470,15530.72,195164.7834
11,1.39E-02,10,-22224.43,-22189.99,-22154.68,22344.13,23104.29,22566.05,22224.43,22189.99,22154.68,1710,-6370,4550,15440.25,194027.9039
12,1.53E-02,11,-22224.42,-22188.91,-22155.77,22336.5,23092.88,22585.04,22224.42,22188.91,22155.77,1600,-6330,4630,15343.45,192811.4792
13,1.67E-02,12,-22224.41,-22187.81,-22156.87,22329.36,23080.91,22604.08,22224.41,22187.81,22156.87,1500,-6300,4720,15240.59,191518.9023
14,1.81E-02,13,-22224.4,-22186.71,-22157.99,22322.72,23068.42,22623.15,22224.4,22186.71,22157.99,1390,-6260,4800,15131.96,190153.8175
15,1.94E-02,14,-22224.39,-22185.59,-22159.11,22316.58,23055.42,22642.23,22224.39,22185.59,22159.11,1280,-6220,4880,15017.88,188720.2459
16,2.08E-02,15,-22224.38,-22184.47,-22160.24,22310.95,23041.92,22661.3,22224.38,22184.47,22160.24,1170,-6180,4950,14898.71,187222.7115
17,2.22E-02,16,-22224.37,-22183.33,-22161.38,22305.84,23027.94,22680.34,22224.37,22183.33,22161.38,1060,-6140,5030,14774.81,185665.7382
18,2.36E-02,17,-22224.36,-22182.19,-22162.53,22301.25,23013.5,22699.32,22224.36,22182.19,22162.53,949,-6090,5110,14646.57,184054.2268
19,2.50E-02,18,-22224.35,-22181.04,-22163.69,22297.19,22998.61,22718.22,22224.35,22181.04,22163.69,839,-6050,5180,14514.41,182393.4553
20,2.64E-02,19,-22224.34,-22179.88,-22164.85,22293.66,22983.3,22737.03,22224.34,22179.88,22164.85,729,-6000,5250,14378.75,180688.7015
21,2.78E-02,20,-22224.34,-22178.72,-22166.02,22290.67,22967.58,22755.7,22224.34,22178.72,22166.02,618,-5950,5320,14240.03,178945.4945
22,2.92E-02,21,-22224.33,-22177.55,-22167.19,22288.22,22951.48,22774.23,22224.33,22177.55,22167.19,508,-5900,5390,14098.72,177169.7407
23,3.06E-02,22,-22224.33,-22176.38,-22168.36,22286.3,22935.01,22792.6,22224.33,22176.38,22168.36,397,-5840,5460,13955.29,175367.3462
24,3.19E-02,23,-22224.33,-22175.21,-22169.54,22284.94,22918.19,22810.77,22224.33,22175.21,22169.54,286,-5790,5530,13810.22,173544.3428
25,3.33E-02,24,-22224.32,-22174.03,-22170.71,22284.12,22901.05,22828.72,22224.32,22174.03,22170.71,175,-5730,5590,13663.99,171706.7624
26,3.47E-02,25,-22224.32,-22172.86,-22171.89,22283.84,22883.6,22846.45,22224.32,22172.86,22171.89,64.4,-5670,5650,13517.11,169861.0139
27,3.61E-02,26,-22224.32,-22171.68,-22173.07,22284.11,22865.87,22863.91,22224.32,22171.68,22173.07,-46.5,-5610,5710,13370.07,168013.2548
28,3.75E-02,27,-22224.32,-22170.5,-22174.25,22284.93,22847.88,22881.09,22224.32,22170.5,22174.25,-157,-5540,5770,13223.36,166169.6425
29,3.89E-02,28,-22224.33,-22169.32,-22175.42,22286.3,22829.65,22897.98,22224.33,22169.32,22175.42,-268,-5480,5830,13077.49,164336.586
30,4.03E-02,29,-22224.33,-22168.15,-22176.6,22288.21,22811.21,22914.54,22224.33,22168.15,22176.6,-379,-5410,5890,12932.95,162520.2428
31,4.17E-02,30,-22224.33,-22166.97,-22177.77,22290.66,22792.57,22930.76,22224.33,22166.97,22177.77,-490,-5350,5940,12790.22,160726.6448
32,4.31E-02,31,-22224.34,-22165.8,-22178.93,22293.66,22773.75,22946.62,22224.34,22165.8,22178.93,-600,-5280,5990,12649.78,158961.8237
33,4.44E-02,32,-22224.35,-22164.64,-22180.09,22297.19,22754.79,22962.09,22224.35,22164.64,22180.09,-711,-5200,6040,12512.1,157231.6858
34,4.58E-02,33,-22224.35,-22163.48,-22181.25,22301.26,22735.7,22977.16,22224.35,22163.48,22181.25,-821,-5130,6090,12377.63,155541.8859
35,4.72E-02,34,-22224.36,-22162.32,-22182.4,22305.85,22716.51,22991.81,22224.36,22162.32,22182.4,-931,-5060,6140,12246.82,153898.079
36,4.86E-02,35,-22224.37,-22161.17,-22183.54,22310.98,22697.24,23006.02,22224.37,22161.17,22183.54,-1040,-4980,6180,12120.07,152305.2915
37,5.00E-02,36,-22224.38,-22160.03,-22184.67,22316.62,22677.91,23019.77,22224.38,22160.03,22184.67,-1150,-4910,6230,11997.8,150768.8014
38,5.14E-02,37,-22224.39,-22158.9,-22185.79,22322.78,22658.54,23033.05,22224.39,22158.9,22185.79,-1260,-4830,6270,11880.39,149293.3838
39,5.28E-02,38,-22224.4,-22157.78,-22186.91,22329.45,22639.16,23045.84,22224.4,22157.78,22186.91,-1370,-4750,6300,11768.19,147883.437
40,5.42E-02,39,-22224.41,-22156.67,-22188.01,22336.61,22619.79,23058.11,22224.41,22156.67,22188.01,-1480,-4670,6340,11661.55,146543.3592
41,5.56E-02,40,-22224.42,-22155.57,-22189.11,22344.28,22600.44,23069.87,22224.42,22155.57,22189.11,-1590,-4580,6380,11560.78,145277.0461
42,5.69E-02,41,-22224.43,-22154.48,-22190.19,22352.42,22581.16,23081.08,22224.43,22154.48,22190.19,-1690,-4500,6410,11466.16,144088.0161
43,5.83E-02,42,-22224.44,-22153.4,-22191.26,22361.05,22561.94,23091.75,22224.44,22153.4,22191.26,-1800,-4420,6440,11377.95,142979.5365
44,5.97E-02,43,-22224.45,-22152.33,-22192.31,22370.15,22542.83,23101.84,22224.45,22152.33,22192.31,-1910,-4330,6470,11296.39,141954.6233
45,6.11E-02,44,-22224.46,-22151.28,-22193.36,22379.7,22523.83,23111.36,22224.46,22151.28,22193.36,-2020,-4240,6490,11221.67,141015.6641
46,6.25E-02,45,-22224.47,-22150.25,-22194.39,22389.7,22504.97,23120.29,22224.47,22150.25,22194.39,-2120,-4160,6520,11153.98,140165.0465
47,6.39E-02,46,-22224.48,-22149.22,-22195.4,22400.14,22486.27,23128.62,22224.48,22149.22,22195.4,-2230,-4070,6540,11093.47,139404.6554
48,6.53E-02,47,-22224.48,-22148.22,-22196.4,22411.01,22467.75,23136.34,22224.48,22148.22,22196.4,-2330,-3980,6560,11040.25,138735.8732
49,6.67E-02,48,-22224.49,-22147.23,-22197.39,22422.3,22449.43,23143.45,22224.49,22147.23,22197.39,-2440,-3880,6580,10994.41,138159.8307
50,6.81E-02,49,-22224.49,-22146.26,-22198.35,22433.98,22431.34,23149.92,22224.49,22146.26,22198.35,-2540,-3790,6590,10956.02,137677.4078
51,6.94E-02,50,-22224.49,-22145.31,-22199.31,22446.06,22413.48,23155.76,22224.49,22145.31,22199.31,-2640,-3700,6610,10925.12,137289.1069
52,7.08E-02,51,-22224.49,-22144.38,-22200.24,22458.51,22395.89,23160.96,22224.49,22144.38,22200.24,-2750,-3600,6620,10901.71,136994.9282
53,7.22E-02,52,-22224.49,-22143.46,-22201.16,22471.33,22378.57,23165.51,22224.49,22143.46,22201.16,-2850,-3510,6630,10885.78,136794.7459
54,7.36E-02,53,-22224.49,-22142.57,-22202.06,22484.49,22361.55,23169.41,22224.49,22142.57,22202.06,-2950,-3410,6630,10877.28,136687.9318
55,7.50E-02,54,-22224.48,-22141.69,-22202.94,22498,22344.84,23172.66,22224.48,22141.69,22202.94,-3050,-3310,6640,10876.16,136673.8574
56,7.64E-02,55,-22224.47,-22140.84,-22203.8,22511.81,22328.47,23175.25,22224.47,22140.84,22203.8,-3150,-3220,6640,10882.32,136751.2663
57,7.78E-02,56,-22224.45,-22140.01,-22204.65,22525.94,22312.44,23177.18,22224.45,22140.01,22204.65,-3250,-3120,6640,10895.65,136918.776
58,7.92E-02,57,-22224.44,-22139.2,-22205.47,22540.35,22296.79,23178.45,22224.44,22139.2,22205.47,-3350,-3020,6640,10916.03,137174.8786
59,8.06E-02,58,-22224.42,-22138.42,-22206.28,22555.03,22281.51,23179.07,22224.42,22138.42,22206.28,-3440,-2920,6630,10943.3,137517.5635
60,8.19E-02,59,-22224.39,-22137.66,-22207.06,22569.96,22266.63,23179.03,22224.39,22137.66,22207.06,-3540,-2820,6630,10977.31,137944.9458
61,8.33E-02,60,-22224.36,-22136.92,-22207.83,22585.13,22252.17,23178.33,22224.36,22136.92,22207.83,-3640,-2720,6620,11017.86,138454.5121
62,8.47E-02,61,-22224.32,-22136.2,-22208.58,22600.52,22238.13,23176.98,22224.32,22136.2,22208.58,-3730,-2610,6610,11064.76,139043.8749
63,8.61E-02,62,-22224.28,-22135.52,-22209.31,22616.11,22224.53,23174.99,22224.28,22135.52,22209.31,-3820,-2510,6590,11117.8,139710.3952
64,8.75E-02,63,-22224.24,-22134.85,-22210.01,22631.89,22211.39,23172.35,22224.24,22134.85,22210.01,-3920,-2410,6580,11176.76,140451.3084
65,8.89E-02,64,-22224.18,-22134.22,-22210.7,22647.82,22198.72,23169.08,22224.18,22134.22,22210.7,-4010,-2300,6560,11241.41,141263.7243
66,9.03E-02,65,-22224.12,-22133.6,-22211.37,22663.9,22186.52,23165.18,22224.12,22133.6,22211.37,-4100,-2200,6540,11311.51,142144.6269
67,9.17E-02,66,-22224.06,-22133.02,-22212.02,22680.1,22174.82,23160.66,22224.06,22133.02,22212.02,-4190,-2090,6520,11386.8,143090.7489
68,9.31E-02,67,-22223.98,-22132.46,-22212.65,22696.41,22163.63,23155.52,22223.98,22132.46,22212.65,-4280,-1990,6500,11467.05,144099.2002
69,9.44E-02,68,-22223.9,-22131.93,-22213.26,22712.8,22152.95,23149.79,22223.9,22131.93,22213.26,-4360,-1880,6470,11551.97,145166.3363
70,9.58E-02,69,-22223.81,-22131.43,-22213.85,22729.25,22142.79,23143.46,22223.81,22131.43,22213.85,-4450,-1770,6440,11641.32,146289.1416
71,9.72E-02,70,-22223.72,-22130.96,-22214.41,22745.75,22133.18,23136.55,22223.72,22130.96,22214.41,-4530,-1670,6410,11734.83,147464.2229
72,9.86E-02,71,-22223.61,-22130.51,-22214.96,22762.26,22124.1,23129.08,22223.61,22130.51,22214.96,-4620,-1560,6380,11832.22,148688.0617
73,1.00E-01,72,-22223.5,-22130.09,-22215.49,22778.78,22115.58,23121.04,22223.5,22130.09,22215.49,-4700,-1450,6350,11933.24,149957.5165
74,1.01E-01,73,-22223.37,-22129.71,-22216.01,22795.28,22107.62,23112.47,22223.37,22129.71,22216.01,-4780,-1340,6310,12037.6,151268.9429
75,1.03E-01,74,-22223.24,-22129.35,-22216.5,22811.73,22100.23,23103.37,22223.24,22129.35,22216.5,-4860,-1230,6270,12145.04,152619.0738
76,1.04E-01,75,-22223.09,-22129.02,-22216.97,22828.13,22093.42,23093.76,22223.09,22129.02,22216.97,-4940,-1130,6230,12255.29,154004.5161
77,1.06E-01,76,-22222.93,-22128.72,-22217.43,22844.43,22087.19,23083.65,22222.93,22128.72,22217.43,-5010,-1020,6190,12368.08,155421.8771
78,1.07E-01,77,-22222.77,-22128.45,-22217.86,22860.63,22081.55,23073.06,22222.77,22128.45,22217.86,-5090,-908,6140,12483.15,156867.8893
79,1.08E-01,78,-22222.59,-22128.21,-22218.28,22876.7,22076.5,23062.01,22222.59,22128.21,22218.28,-5160,-798,6100,12600.23,158339.16
80,1.10E-01,79,-22222.39,-22127.99,-22218.68,22892.62,22072.05,23050.51,22222.39,22127.99,22218.68,-5230,-689,6050,12719.06,159832.4218
81,1.11E-01,80,-22222.19,-22127.81,-22219.06,22908.37,22068.2,23038.59,22222.19,22127.81,22219.06,-5310,-579,6000,12839.38,161344.4075
82,1.13E-01,81,-22221.97,-22127.66,-22219.43,22923.92,22064.96,23026.25,22221.97,22127.66,22219.43,-5370,-469,5950,12960.92,162871.7242
83,1.14E-01,82,-22221.74,-22127.55,-22219.78,22939.26,22062.33,23013.52,22221.74,22127.55,22219.78,-5440,-359,5890,13083.44,164411.356
84,1.15E-01,83,-22221.5,-22127.46,-22220.11,22954.36,22060.31,23000.43,22221.5,22127.46,22220.11,-5510,-249,5840,13206.67,165959.9098
85,1.17E-01,84,-22221.24,-22127.4,-22220.43,22969.2,22058.9,22986.98,22221.24,22127.4,22220.43,-5570,-138,5780,13330.36,167514.2442
86,1.18E-01,85,-22220.97,-22127.37,-22220.73,22983.76,22058.1,22973.2,22220.97,22127.37,22220.73,-5630,-28.2,5720,13454.26,169071.2175
87,1.19E-01,86,-22220.68,-22127.37,-22221.01,22998.02,22057.93,22959.11,22220.68,22127.37,22221.01,-5690,82.1,5660,13578.12,170627.6882
88,1.21E-01,87,-22220.37,-22127.41,-22221.29,23011.96,22058.36,22944.73,22220.37,22127.41,22221.29,-5750,192,5600,13701.67,172180.2633
89,1.22E-01,88,-22220.05,-22127.47,-22221.54,23025.56,22059.41,22930.08,22220.05,22127.47,22221.54,-5810,302,5530,13824.68,173726.0525
90,1.24E-01,89,-22219.72,-22127.56,-22221.78,23038.8,22061.08,22915.18,22219.72,22127.56,22221.78,-5870,413,5470,13946.88,175261.663
91,1.25E-01,90,-22219.37,-22127.69,-22222.01,23051.65,22063.35,22900.05,22219.37,22127.69,22222.01,-5920,523,5400,14068.02,176783.9531
92,1.26E-01,91,-22219,-22127.84,-22222.23,23064.11,22066.24,22884.72,22219,22127.84,22222.23,-5970,633,5330,14187.86,178289.907
93,1.28E-01,92,-22218.61,-22128.03,-22222.43,23076.14,22069.73,22869.21,22218.61,22128.03,22222.43,-6020,742,5260,14306.13,179776.1316
94,1.29E-01,93,-22218.21,-22128.25,-22222.62,23087.74,22073.83,22853.53,22218.21,22128.25,22222.62,-6070,852,5190,14422.57,181239.3598
95,1.31E-01,94,-22217.79,-22128.49,-22222.8,23098.88,22078.52,22837.71,22217.79,22128.49,22222.8,-6120,961,5110,14536.95,182676.7013
96,1.32E-01,95,-22217.35,-22128.77,-22222.96,23109.55,22083.81,22821.77,22217.35,22128.77,22222.96,-6160,1070,5040,14648.98,184084.5118
97,1.33E-01,96,-22216.89,-22129.07,-22223.12,23119.73,22089.68,22805.74,22216.89,22129.07,22223.12,-6200,1180,4960,14758.42,185459.7754
98,1.35E-01,97,-22216.41,-22129.41,-22223.26,23129.4,22096.14,22789.63,22216.41,22129.41,22223.26,-6240,1290,4880,14865,186799.0992
99,1.36E-01,98,-22215.92,-22129.77,-22223.39,23138.54,22103.18,22773.46,22215.92,22129.77,22223.39,-6280,1400,4800,14968.46,188099.2159
100,1.38E-01,99,-22215.4,-22130.17,-22223.52,23147.16,22110.79,22757.27,22215.4,22130.17,22223.52,-6320,1500,4720,15068.54,189356.8583
101,1.39E-01,100,-22214.87,-22130.59,-22223.63,23155.22,22118.96,22741.06,22214.87,22130.59,22223.63,-6350,1610,4640,15164.98,190568.759
102,1.40E-01,101,-22214.31,-22131.04,-22223.73,23162.71,22127.68,22724.86,22214.31,22131.04,22223.73,-6380,1720,4560,15257.52,191731.651
103,1.42E-01,102,-22213.74,-22131.52,-22223.83,23169.63,22136.95,22708.69,22213.74,22131.52,22223.83,-6410,1830,4470,15345.89,192842.1411
104,1.43E-01,103,-22213.15,-22132.03,-22223.92,23175.96,22146.76,22692.58,22213.15,22132.03,22223.92,-6440,1930,4390,15429.83,193896.9623
105,1.44E-01,104,-22212.54,-22132.56,-22224,23181.68,22157.09,22676.53,22212.54,22132.56,22224,-6460,2040,4300,15509.09,194892.9728
106,1.46E-01,105,-22211.9,-22133.12,-22224.07,23186.8,22167.94,22660.58,22211.9,22133.12,22224.07,-6490,2150,4210,15583.42,195827.0312
107,1.47E-01,106,-22211.25,-22133.71,-22224.13,23191.29,22179.29,22644.74,22211.25,22133.71,22224.13,-6510,2250,4120,15652.57,196695.9957
108,1.49E-01,107,-22210.58,-22134.33,-22224.19,23195.16,22191.14,22629.04,22210.58,22134.33,22224.19,-6530,2360,4030,15716.29,197496.7248
109,1.50E-01,108,-22209.89,-22134.97,-22224.24,23198.38,22203.47,22613.48,22209.89,22134.97,22224.24,-6550,2460,3940,15774.34,198226.2026
110,1.51E-01,109,-22209.18,-22135.64,-22224.29,23200.97,22216.27,22598.1,22209.18,22135.64,22224.29,-6560,2560,3850,15826.51,198881.7902
111,1.53E-01,110,-22208.45,-22136.33,-22224.33,23202.9,22229.53,22582.91,22208.45,22136.33,22224.33,-6570,2670,3750,15872.56,199460.4716
112,1.54E-01,111,-22207.69,-22137.05,-22224.36,23204.18,22243.23,22567.92,22207.69,22137.05,22224.36,-6580,2770,3660,15912.3,199959.8591
113,1.56E-01,112,-22206.92,-22137.79,-22224.39,23204.79,22257.36,22553.16,22206.92,22137.79,22224.39,-6590,2870,3560,15945.53,200377.4396
114,1.57E-01,113,-22206.13,-22138.56,-22224.42,23204.75,22271.9,22538.65,22206.13,22138.56,22224.42,-6600,2970,3460,15972.06,200710.8254
115,1.58E-01,114,-22205.32,-22139.35,-22224.44,23204.04,22286.84,22524.39,22205.32,22139.35,22224.44,-6600,3070,3370,15991.72,200957.8803
116,1.60E-01,115,-22204.49,-22140.16,-22224.46,23202.66,22302.17,22510.42,22204.49,22140.16,22224.46,-6600,3170,3270,16004.38,201116.9705
117,1.61E-01,116,-22203.65,-22140.99,-22224.47,23200.62,22317.86,22496.73,22203.65,22140.99,22224.47,-6600,3270,3170,16009.88,201186.0856
118,1.63E-01,117,-22202.78,-22141.85,-22224.48,23197.91,22333.9,22483.36,22202.78,22141.85,22224.48,-6600,3370,3070,16008.13,201164.0944
119,1.64E-01,118,-22201.9,-22142.73,-22224.49,23194.54,22350.28,22470.32,22201.9,22142.73,22224.49,-6600,3460,2970,15999.02,201049.6148
120,1.65E-01,119,-22200.99,-22143.62,-22224.49,23190.51,22366.98,22457.61,22200.99,22143.62,22224.49,-6590,3560,2870,15982.49,200841.8927
121,1.67E-01,120,-22200.07,-22144.54,-22224.49,23185.82,22383.97,22445.26,22200.07,22144.54,22224.49,-6580,3650,2770,15958.49,200540.2998
122,1.68E-01,121,-22199.13,-22145.48,-22224.49,23180.47,22401.24,22433.28,22199.13,22145.48,22224.49,-6570,3750,2660,15926.98,200144.3334
123,1.69E-01,122,-22198.18,-22146.43,-22224.49,23174.48,22418.78,22421.68,22198.18,22146.43,22224.49,-6550,3840,2560,15887.98,199654.245
124,1.71E-01,123,-22197.21,-22147.41,-22224.49,23167.85,22436.56,22410.48,22197.21,22147.41,22224.49,-6540,3930,2460,15841.51,199070.2858
125,1.72E-01,124,-22196.22,-22148.4,-22224.48,23160.58,22454.56,22399.68,22196.22,22148.4,22224.48,-6520,4030,2350,15787.61,198392.9584
126,1.74E-01,125,-22195.22,-22149.41,-22224.47,23152.69,22472.76,22389.31,22195.22,22149.41,22224.47,-6500,4120,2250,15726.39,197623.6452
127,1.75E-01,126,-22194.2,-22150.43,-22224.46,23144.19,22491.15,22379.36,22194.2,22150.43,22224.46,-6480,4210,2140,15657.93,196763.3514
128,1.76E-01,127,-22193.17,-22151.47,-22224.46,23135.07,22509.69,22369.86,22193.17,22151.47,22224.46,-6450,4290,2030,15582.37,195813.8365
129,1.78E-01,128,-22192.12,-22152.52,-22224.45,23125.37,22528.38,22360.82,22192.12,22152.52,22224.45,-6430,4380,1930,15499.89,194777.3622
130,1.79E-01,129,-22191.06,-22153.59,-22224.44,23115.07,22547.19,22352.23,22191.06,22153.59,22224.44,-6400,4470,1820,15410.67,193656.1906
131,1.81E-01,130,-22189.99,-22154.67,-22224.43,23104.21,22566.1,22344.12,22189.99,22154.67,22224.43,-6370,4550,1710,15314.94,192453.212
132,1.82E-01,131,-22188.91,-22155.76,-22224.42,23092.79,22585.09,22336.49,22188.91,22155.76,22224.42,-6330,4630,1600,15212.93,191171.3165
133,1.83E-01,132,-22187.81,-22156.87,-22224.41,23080.83,22604.13,22329.35,22187.81,22156.87,22224.41,-6300,4720,1500,15104.93,189814.1485
134,1.85E-01,133,-22186.71,-22157.98,-22224.4,23068.34,22623.21,22322.71,22186.71,22157.98,22224.4,-6260,4800,1390,14991.24,188385.4778
135,1.86E-01,134,-22185.59,-22159.1,-22224.39,23055.34,22642.29,22316.57,22185.59,22159.1,22224.39,-6220,4880,1280,14872.17,186889.2001
136,1.88E-01,135,-22184.46,-22160.24,-22224.38,23041.84,22661.37,22310.94,22184.46,22160.24,22224.38,-6180,4950,1170,14748.09,185329.9648
137,1.89E-01,136,-22183.33,-22161.38,-22224.37,23027.86,22680.41,22305.83,22183.33,22161.38,22224.37,-6140,5030,1060,14619.36,183712.2959
138,1.90E-01,137,-22182.19,-22162.53,-22224.36,23013.41,22699.4,22301.24,22182.19,22162.53,22224.36,-6090,5110,949,14486.38,182041.2199
139,1.92E-01,138,-22181.04,-22163.68,-22224.35,22998.53,22718.3,22297.18,22181.04,22163.68,22224.35,-6050,5180,839,14349.55,180321.7634
140,1.93E-01,139,-22179.88,-22164.85,-22224.34,22983.22,22737.11,22293.66,22179.88,22164.85,22224.34,-6000,5250,729,14209.32,178559.5813
141,1.94E-01,140,-22178.72,-22166.01,-22224.34,22967.5,22755.79,22290.66,22178.72,22166.01,22224.34,-5950,5320,618,14066.13,176760.2027
142,1.96E-01,141,-22177.55,-22167.18,-22224.33,22951.4,22774.33,22288.21,22177.55,22167.18,22224.33,-5900,5390,508,13920.44,174929.4082
143,1.97E-01,142,-22176.38,-22168.36,-22224.33,22934.92,22792.69,22286.3,22176.38,22168.36,22224.33,-5840,5460,397,13772.73,173073.2296
